Transaction No,Work Order,Phase,Type,Category,Work Code,Asset,Asset Type,Asset Group,Cost Type,AiM Account,Subledger,Fiscal Month,Fiscal Year,Transaction Date,Source Transaction,Description,Transaction Type
34104184,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,9,2019,3/29/2019,1768931,3.7 GALS UNLEADED FUEL,WX
34138854,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,10,2019,4/1/2019,1770118,28.8 GALS UNLEADED FUEL,WX
34407909,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,10,2019,4/26/2019,1778085,18.3 GALS UNLEADED FUEL,WX
34744479,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,11,2019,5/21/2019,1788299,14.6 GALS UNLEADED FUEL,WX
34882332,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,12,2019,6/11/2019,1792615,11.8 GALS UNLEADED FUEL,WX
34997544,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,12,2019,6/21/2019,1797138,6.7 GALS UNLEADED FUEL,WX
35155410,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,1,2020,7/8/2019,1802842,27.4 GALS UNLEADED FUEL,WX
35258939,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,1,2020,7/17/2019,1807565,27.9 GALS UNLEADED FUEL,WX
35358824,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,1,2020,7/26/2019,1809798,27.0 GALS UNLEADED FUEL,WX
35462889,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,2,2020,8/6/2019,1812531,30.1 GALS UNLEADED FUEL,WX
35554599,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,2,2020,8/14/2019,1816129,10.7 GALS UNLEADED FUEL,WX
35731818,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,2,2020,8/31/2019,1821800,27.7 GALS UNLEADED FUEL,WX
35985988,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,3,2020,9/21/2019,1844439,29.1 GALS UNLEADED FUEL,WX
36182497,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,4,2020,10/8/2019,1851839,22.4 GALS UNLEADED FUEL,WX
36351143,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,4,2020,10/23/2019,1858055,35.1 GALS UNLEADED FUEL,WX
36508485,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,5,2020,11/6/2019,1864626,28.0 GALS UNLEADED FUEL,WX
36656695,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,5,2020,11/19/2019,1871558,0.3 GALS UNLEADED FUEL,WX
36656699,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,5,2020,11/19/2019,1871559,29.6 GALS UNLEADED FUEL,WX
36781525,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,6,2020,12/2/2019,1876825,26.5 GALS UNLEADED FUEL,WX
36879016,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,6,2020,12/11/2019,1881906,26.0 GALS UNLEADED FUEL,WX
36962782,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,6,2020,12/18/2019,1883703,0.1 GALS UNLEADED FUEL,WX
36962786,3285605,1,FLEET,STANDING,FUEL,32856-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,6,2020,12/18/2019,1883704,23.9 GALS UNLEADED FUEL,WX
33341843,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,7,2019,1/16/2019,1744899,33.4 GALS DIESEL FUEL,WX
33395306,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,7,2019,1/22/2019,1746760,19.7 GALS DIESEL FUEL,WX
33424649,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,7,2019,1/25/2019,1747746,20.1 GALS DIESEL FUEL,WX
33625096,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/12/2019,1753722,31.9 GALS DIESEL FUEL,WX
33702490,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/19/2019,1756080,3.7 GALS DIESEL FUEL,WX
33702494,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/19/2019,1756081,29.1 GALS DIESEL FUEL,WX
33778319,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/26/2019,1759038,32.7 GALS DIESEL FUEL,WX
33852710,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/5/2019,1761178,0.1 GALS DIESEL FUEL,WX
33852714,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/5/2019,1761179,32.7 GALS DIESEL FUEL,WX
33922551,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/13/2019,1762462,26 GAL DIESEL FUEL,WX
34018073,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/20/2019,1765718,33.3 GALS DIESEL FUEL,WX
34102625,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/28/2019,1768830,32.8 GALS DIESEL FUEL,WX
34182710,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/5/2019,1771312,33.2 GALS DIESEL FUEL,WX
34254069,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/12/2019,1773060,33.7 GALS DIESEL FUEL,WX
34367913,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/22/2019,1776474,31.4 GALS DIESEL FUEL,WX
34471232,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,4/30/2019,1780097,32.4 GALS DIESEL FUEL,WX
34555145,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/8/2019,1781847,33.4 GALS DIESEL FUEL,WX
34605162,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/13/2019,1783350,10.4 GALS DIESEL FUEL,WX
34672404,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/20/2019,1785967,30.4 GALS DIESEL FUEL,WX
34744086,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/23/2019,1788222,19.8 GALS DIESEL FUEL,WX
34808962,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,12,2019,6/3/2019,1790618,33.4 GALS DIESEL FUEL,WX
34896599,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,12,2019,6/12/2019,1792864,33.0 GALS DIESEL FUEL,WX
35102323,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/1/2019,1801686,32.6 GALS DIESEL FUEL,WX
35180841,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/10/2019,1803799,32.9 GALS DIESEL FUEL,WX
35264808,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/18/2019,1807822,19.43 GAL DIESEL FUEL,WX
35317508,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/23/2019,1808835,9.8 GALS DIESEL FUEL,WX
35345116,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/25/2019,1809471,32.8 GALS DIESEL FUEL,WX
35429946,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/2/2019,1812058,33.1 GALS DIESEL FUEL,WX
35506088,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/9/2019,1813615,31.6 GALS DIESEL FUEL,WX
35625223,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/21/2019,1817875,33.4 GALS DIESEL FUEL,WX
35704552,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/28/2019,1820502,28.6 GALS DIESEL FUEL,WX
35779823,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/5/2019,1823315,33.4 GALS DIESEL FUEL,WX
35858034,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/12/2019,1825723,33.1 GALS DIESEL FUEL,WX
35967932,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/19/2019,1844042,33.9 GALS DIESEL FUEL,WX
36048610,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/26/2019,1845765,32.6 GALS DIESEL FUEL,WX
36143688,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/4/2019,1850735,32.9 GALS DIESEL FUEL,WX
36219490,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/11/2019,1853895,33.6 GALS DIESEL FUEL,WX
36330237,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/21/2019,1857404,33.1 GALS DIESEL FUEL,WX
36400856,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/28/2019,1860743,33.3 GALS DIESEL FUEL,WX
36532180,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/8/2019,1865316,33.5 GALS DIESEL FUEL,WX
36596186,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/14/2019,1868396,3 GAL DIESEL FUEL,WX
36614092,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/15/2019,1868672,29.6 GALS DIESEL FUEL,WX
36697261,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/22/2019,1874364,22.5 GALS DIESEL FUEL,WX
36792217,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,6,2020,12/3/2019,1877287,33.0 GALS DIESEL FUEL,WX
36878988,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,6,2020,12/11/2019,1881899,32.7 GALS DIESEL FUEL,WX
36980842,3285713,1,FLEET,STANDING,FUEL,32857-13,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,6,2020,12/19/2019,1884955,32.8 GALS DIESEL FUEL,WX
33395446,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,7,2019,1/22/2019,1746795,25.6 GALS UNLEADED FUEL,WX
33499819,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,8,2019,2/1/2019,1750498,25.6 GALS UNLEADED FUEL,WX
33921035,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,9,2019,3/11/2019,1762393,28.7 GALS UNLEADED FUEL,WX
34075130,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,9,2019,3/26/2019,1767587,24.7 GALS UNLEADED FUEL,WX
34293013,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,10,2019,4/15/2019,1774665,26.5 GALS UNLEADED FUEL,WX
34562209,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,11,2019,5/10/2019,1782049,26.9 GALS UNLEADED FUEL,WX
34843323,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,12,2019,6/7/2019,1791742,28.0 GALS UNLEADED FUEL,WX
35167364,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,1,2020,7/9/2019,1803544,29.6 GALS UNLEADED FUEL,WX
35682663,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,2,2020,8/26/2019,1819438,28.8 GALS UNLEADED FUEL,WX
35940351,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,3,2020,9/17/2019,1842231,28.3 GALS UNLEADED FUEL,WX
36128951,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,4,2020,10/3/2019,1850417,19.1 GALS UNLEADED FUEL,WX
36254665,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,4,2020,10/15/2019,1855847,22.65 GAL UNLEADED FUEL,WX
36339854,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,4,2020,10/22/2019,1857811,26.5 GALS UNLEADED FUEL,WX
36600082,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,5,2020,11/14/2019,1868480,29.6 GALS UNLEADED FUEL,WX
36721642,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,5,2020,11/25/2019,1875360,0.8 GALS UNLEADED FUEL,WX
36721742,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,5,2020,11/25/2019,1875385,25.1 GALS UNLEADED FUEL,WX
36853214,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,6,2020,12/9/2019,1879614,18.5 GALS UNLEADED FUEL,WX
36909375,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,6,2020,12/13/2019,1882699,29.7 GALS UNLEADED FUEL,WX
37058269,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,6,2020,12/23/2019,1887964,4.6 GALS UNLEADED FUEL,WX
37058273,3285805,1,FLEET,STANDING,FUEL,32858-05,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFPU,M,6,2020,12/23/2019,1887965,11.7 GALS UNLEADED FUEL,WX
33190045,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/3/2019,1740474,7.77 GAL UNLEADED FUEL,WX
33206981,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/4/2019,1740866,7.9 GALS UNLEADED FUEL,WX
33249745,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/8/2019,1741534,4.8 GALS UNLEADED FUEL,WX
33308952,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/15/2019,1743121,7.60 GAL UNLEADED FUEL,WX
33313799,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/14/2019,1743766,6.8 GALS UNLEADED FUEL,WX
33342011,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/16/2019,1744941,6.4 GALS UNLEADED FUEL,WX
33358052,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/19/2019,1745444,9.2 GALS UNLEADED FUEL,WX
33423180,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/24/2019,1747714,8.2 GALS UNLEADED FUEL,WX
33461095,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/28/2019,1748861,7.9 GALS UNLEADED FUEL,WX
33485757,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/30/2019,1749740,5.5 GALS UNLEADED FUEL,WX
33532523,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/4/2019,1751337,8.9 GALS UNLEADED FUEL,WX
33574347,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/7/2019,1752358,7.0 GALS UNLEADED FUEL,WX
33625276,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/12/2019,1753767,8.2 GALS UNLEADED FUEL,WX
33687186,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/18/2019,1755790,10.5 GALS UNLEADED FUEL,WX
33731376,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/21/2019,1757078,7.7 GALS UNLEADED FUEL,WX
33768257,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/25/2019,1758361,5.8 GALS UNLEADED FUEL,WX
33807855,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/28/2019,1760201,6.3 GALS UNLEADED FUEL,WX
33839929,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/4/2019,1760908,6.9 GALS UNLEADED FUEL,WX
33884201,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/7/2019,1761932,9.0 GALS UNLEADED FUEL,WX
33932416,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/12/2019,1762917,8.0 GALS UNLEADED FUEL,WX
33957776,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/15/2019,1763602,6.8 GALS UNLEADED FUEL,WX
34018317,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/20/2019,1765779,7.1 GALS UNLEADED FUEL,WX
34075174,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/26/2019,1767598,8.1 GALS UNLEADED FUEL,WX
34153637,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/2/2019,1770661,9.1 GALS UNLEADED FUEL,WX
34215858,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/8/2019,1772111,5.7 GALS UNLEADED FUEL,WX
34332205,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/18/2019,1775772,12.2 GALS UNLEADED FUEL,WX
34408049,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/26/2019,1778120,9.1 GALS UNLEADED FUEL,WX
34493416,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/3/2019,1780653,8.0 GALS UNLEADED FUEL,WX
34562269,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/10/2019,1782064,9.2 GALS UNLEADED FUEL,WX
34640448,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/17/2019,1785382,7.2 GALS UNLEADED FUEL,WX
34745269,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/23/2019,1788475,6.7 GALS UNLEADED FUEL,WX
34809165,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/3/2019,1790668,10.3 GALS UNLEADED FUEL,WX
34843447,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/7/2019,1791773,5.4 GALS UNLEADED FUEL,WX
34882424,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/11/2019,1792638,5.1 GALS UNLEADED FUEL,WX
34909002,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/13/2019,1793345,5.0 GALS UNLEADED FUEL,WX
34950255,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/17/2019,1795319,6.0 GALS UNLEADED FUEL,WX
34972195,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/19/2019,1796021,4.7 GALS UNLEADED FUEL,WX
35019939,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/24/2019,1797978,6.0 GALS UNLEADED FUEL,WX
35044415,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/26/2019,1798995,4.1 GALS UNLEADED FUEL,WX
35111942,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/2/2019,1801965,9.8 GALS UNLEADED FUEL,WX
35155550,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/8/2019,1802877,4.7 GALS UNLEADED FUEL,WX
35233915,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/15/2019,1804970,12.1 GALS UNLEADED FUEL,WX
35305957,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/22/2019,1808639,11.3 GALS UNLEADED FUEL,WX
35384336,3285918,1,FLEET,STANDING,FUEL,32859-18,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/29/2019,1810078,8.5 GALS UNLEADED FUEL,WX
