Transaction No,Work Order,Phase,Type,Category,Work Code,Asset,Asset Type,Asset Group,Cost Type,AiM Account,Subledger,Fiscal Month,Fiscal Year,Transaction Date,Source Transaction,Description,Transaction Type
33733636,3080106,1,FLEET,STANDING,FUEL,30801-06,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/22/2019,1757141,16.7 GALS UNLEADED FUEL,WX
34254145,3080106,1,FLEET,STANDING,FUEL,30801-06,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/12/2019,1773079,15.1 GALS UNLEADED FUEL,WX
35195314,3080106,1,FLEET,STANDING,FUEL,30801-06,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/11/2019,1804135,21.2 GALS UNLEADED FUEL,WX
35714369,3080106,1,FLEET,STANDING,FUEL,30801-06,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/29/2019,1820789,9.75 GAL UNLEADED FUEL,WX
36484792,3080106,1,FLEET,STANDING,FUEL,30801-06,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/4/2019,1863662,15.0 GALS UNLEADED FUEL,WX
33205956,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/3/2019,1740759,16.3 GALS E85 FUEL,WX
33313643,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/14/2019,1743727,15.9 GALS E85 FUEL,WX
33424597,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/25/2019,1747733,16.9 GALS E85 FUEL,WX
33549596,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/5/2019,1751691,17.4 GALS E85 FUEL,WX
33686999,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/18/2019,1755744,17.6 GALS E85 FUEL,WX
33807643,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/28/2019,1760148,18.0 GALS E85 FUEL,WX
33932248,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/12/2019,1762875,18.4 GALS E85 FUEL,WX
34029704,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/21/2019,1766160,17.5 GALS E85 FUEL,WX
34254045,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/12/2019,1773054,15.8 GALS E85 FUEL,WX
34380883,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/23/2019,1776911,16.1 GALS E85 FUEL,WX
34532053,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/6/2019,1781199,16.0 GALS E85 FUEL,WX
34639486,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/16/2019,1785226,15.6 GALS E85 FUEL,WX
34743829,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/28/2019,1788160,15.6 GALS E85 FUEL,WX
34960893,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/18/2019,1795675,17.9 GALS E85 FUEL,WX
35204002,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/12/2019,1804454,13 GAL E85 FUEL,WX
35255390,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/17/2019,1807411,16.73 GAL UNLEADED FUEL,WX
35320874,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/24/2019,1808952,15.46 GAL UNLEADED FUEL,WX
35476387,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/7/2019,1812784,15.3 GALS E85 FUEL,WX
35653960,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/23/2019,1818762,17.4 GALS E85 FUEL,WX
35756916,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/3/2019,1822620,15.6 GALS E85 FUEL,WX
35832509,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/10/2019,1824401,15.8 GALS E85 FUEL,WX
35967863,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/19/2019,1844027,0.1 GALS E85 FUEL,WX
35967872,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/19/2019,1844028,14.4 GALS E85 FUEL,WX
36087544,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/30/2019,1848682,17.3 GALS E85 FUEL,WX
36207496,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/10/2019,1852801,17.4 GALS E85 FUEL,WX
36299906,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/18/2019,1856829,15.8 GALS E85 FUEL,WX
36400786,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/28/2019,1860728,15.6 GALS E85 FUEL,WX
36508369,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/6/2019,1864597,16.1 GALS E85 FUEL,WX
36735691,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/26/2019,1875727,16.4 GALS E85 FUEL,WX
36817628,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/5/2019,1878239,13.9 GALS E85 FUEL,WX
36911045,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/14/2019,1882724,16.4 GALS E85 FUEL,WX
37058017,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/23/2019,1887901,0.4 GALS E85 FUEL,WX
37058021,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/23/2019,1887902,5.0 GALS E85 FUEL,WX
37058025,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/30/2019,1887903,1.1 GALS E85 FUEL,WX
37058029,3080212,1,FLEET,STANDING,FUEL,30802-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/30/2019,1887904,15.2 GALS E85 FUEL,WX
33324964,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/15/2019,1744240,9.1 GALS E85 FUEL,WX
33355409,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/18/2019,1745381,11.2 GALS E85 FUEL,WX
33395398,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/22/2019,1746783,17.7 GALS E85 FUEL,WX
33423072,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/24/2019,1747687,10.4 GALS E85 FUEL,WX
33424765,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/25/2019,1747775,2.9 GALS E85 FUEL,WX
33461003,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/28/2019,1748838,15.6 GALS E85 FUEL,WX
33485684,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/30/2019,1749723,11.4 GALS E85 FUEL,WX
33500573,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/1/2019,1750569,8.9 GALS E85 FUEL,WX
33549760,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/5/2019,1751732,10.6 GALS E85 FUEL,WX
33576949,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/8/2019,1752420,10.6 GALS E85 FUEL,WX
33614584,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/11/2019,1753342,11.7 GALS E85 FUEL,WX
33653323,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/14/2019,1754164,10.7 GALS E85 FUEL,WX
33687106,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/18/2019,1755770,11.1 GALS E85 FUEL,WX
33883893,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/8/2019,1761855,3.8 GALS E85 FUEL,WX
33907027,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/11/2019,1762185,13.96 GAL UNLEADED FUEL,WX
33920959,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/11/2019,1762374,8.9 GALS E85 FUEL,WX
33957712,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/15/2019,1763586,11.7 GALS E85 FUEL,WX
34029780,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/21/2019,1766179,14.5 GALS E85 FUEL,WX
34063981,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/25/2019,1767198,8.0 GALS E85 FUEL,WX
34102765,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/28/2019,1768865,7.9 GALS E85 FUEL,WX
34138870,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/1/2019,1770122,10.2 GALS E85 FUEL,WX
34182774,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/5/2019,1771328,12.9 GALS E85 FUEL,WX
34228506,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/9/2019,1772415,9.5 GALS E85 FUEL,WX
34254141,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/12/2019,1773078,9.5 GALS E85 FUEL,WX
34304931,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/16/2019,1774946,9.9 GALS E85 FUEL,WX
34334052,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/19/2019,1775808,10.6 GALS E85 FUEL,WX
34367973,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/22/2019,1776489,9.9 GALS E85 FUEL,WX
34405779,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/25/2019,1778021,11.8 GALS E85 FUEL,WX
34407949,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/26/2019,1778095,5.8 GALS E85 FUEL,WX
34456796,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/29/2019,1779764,8.3 GALS E85 FUEL,WX
34486517,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/2/2019,1780551,13.3 GALS E85 FUEL,WX
34493309,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/3/2019,1780631,4.5 GALS E85 FUEL,WX
34544819,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/7/2019,1781551,10.7 GALS E85 FUEL,WX
34562157,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/10/2019,1782036,8.0 GALS E85 FUEL,WX
34605566,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/14/2019,1783451,11.2 GALS E85 FUEL,WX
34640308,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/17/2019,1785357,6.9 GALS E85 FUEL,WX
34744684,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/21/2019,1788337,10.2 GALS E85 FUEL,WX
34744692,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/24/2019,1788339,6.6 GALS E85 FUEL,WX
34759369,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/29/2019,1788998,9.5 GALS E85 FUEL,WX
34809057,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/3/2019,1790641,11.9 GALS E85 FUEL,WX
34843187,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/7/2019,1791708,10.5 GALS E85 FUEL,WX
35019855,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/24/2019,1797957,12.2 GALS E85 FUEL,WX
35075592,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/28/2019,1800535,15.7 GALS E85 FUEL,WX
35264159,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/18/2019,1807810,14.63 GAL UNLEADED FUEL,WX
35266621,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/18/2019,1807925,12.35 GAL UNLEADED FUEL,WX
35300906,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/22/2019,1808561,9.77 GAL UNLEADED FUEL,WX
35320895,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/24/2019,1808953,13.86 GAL UNLEADED FUEL,WX
35389035,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/30/2019,1810226,12.86 GAL UNLEADED FUEL,WX
35398789,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/31/2019,1810535,11.47 GAL UNLEADED FUEL,WX
35426076,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/2/2019,1811880,9.77 GAL E85 FUEL,WX
35462913,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/6/2019,1812537,13.0 GALS E85 FUEL,WX
35506184,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/9/2019,1813639,8.2 GALS E85 FUEL,WX
35540947,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/13/2019,1814421,10.8 GALS E85 FUEL,WX
35580039,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/16/2019,1816822,11.0 GALS E85 FUEL,WX
35602959,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/19/2019,1817157,11.0 GALS E85 FUEL,WX
35654129,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/23/2019,1818803,16.8 GALS E85 FUEL,WX
35682563,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/26/2019,1819413,0.0 GALS E85 FUEL,WX
35682567,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/26/2019,1819414,5.0 GALS E85 FUEL,WX
35693294,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/27/2019,1820202,11.5 GALS E85 FUEL,WX
35731365,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/30/2019,1821757,15.0 GALS E85 FUEL,WX
35757057,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/3/2019,1822654,13.4 GALS E85 FUEL,WX
35794548,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/6/2019,1823668,9.8 GALS E85 FUEL,WX
35822395,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/9/2019,1824093,13.8 GALS E85 FUEL,WX
35873566,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/13/2019,1826625,15.5 GALS E85 FUEL,WX
35917242,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/16/2019,1836154,14.2 GALS E85 FUEL,WX
35968063,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/19/2019,1844060,12.0 GALS E85 FUEL,WX
36009942,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/23/2019,1844719,14.0 GALS E85 FUEL,WX
36062344,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/27/2019,1848200,13.4 GALS E85 FUEL,WX
36087664,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/30/2019,1848712,10.2 GALS E85 FUEL,WX
36128875,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/3/2019,1850401,11.5 GALS E85 FUEL,WX
36171652,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/7/2019,1851252,0.7 GALS E85 FUEL,WX
36171661,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/7/2019,1851253,15.4 GALS E85 FUEL,WX
36207628,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/10/2019,1852834,12.2 GALS E85 FUEL,WX
36219582,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/11/2019,1853918,4.9 GALS E85 FUEL,WX
36247348,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/14/2019,1855574,13.5 GALS E85 FUEL,WX
36272867,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/16/2019,1856253,8.6 GALS E85 FUEL,WX
36300050,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/18/2019,1856865,11.3 GALS E85 FUEL,WX
36330329,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/21/2019,1857427,11.2 GALS E85 FUEL,WX
36351195,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/23/2019,1858068,10.7 GALS E85 FUEL,WX
36375662,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/25/2019,1858631,8.6 GALS E85 FUEL,WX
36400952,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/28/2019,1860767,12.6 GALS E85 FUEL,WX
36508513,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/6/2019,1864633,9.2 GALS E85 FUEL,WX
36532276,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/8/2019,1865340,7.5 GALS E85 FUEL,WX
36551878,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/11/2019,1866926,14.23 GAL E85 FUEL,WX
36557022,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/11/2019,1867265,15.1 GALS E85 FUEL,WX
36600018,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/14/2019,1868464,14.5 GALS E85 FUEL,WX
36614164,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/15/2019,1868690,2.9 GALS E85 FUEL,WX
36645441,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/18/2019,1870736,11.4 GALS E85 FUEL,WX
36669682,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/20/2019,1872154,9.6 GALS E85 FUEL,WX
36697333,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/22/2019,1874382,7.3 GALS E85 FUEL,WX
36735791,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/26/2019,1875752,10.7 GALS E85 FUEL,WX
36781549,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/2/2019,1876831,12.0 GALS E85 FUEL,WX
36803956,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/4/2019,1877645,9.7 GALS E85 FUEL,WX
36829356,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/6/2019,1879334,8.1 GALS E85 FUEL,WX
